Core_ID,Site_ID,Location_ID,Country,Sample_ID,Date,Laboratory,Contact_name,Contact_email,Paper_code,Latitude,Longitude,Veg_spec_common,Veg_species_sci,Veg_typ,AGB,THg_inst,THg,THg_err,Notes,Collector,Component,Range Flag,Outlier Flag
"south-facing slope of Mt. Nyainqêntanglha, Tibetan Plateau__30.19_89.99",NA,"south-facing slope of Mt. Nyainqêntanglha, Tibetan Plateau",China,1546,2015,NA,NA,NA,Tang_et_al._2015,30.19,89.99,NA,Androsace tapete,grass,-999,NA,21.1,-999,NA,NA,Grass,0,1
"The Hailuogou Glacier, located in the Southeast TP, is one of the major glacier systems on the east slope of Mt. Gongga__29.561912_101.991797",NA,"The Hailuogou Glacier, located in the Southeast TP, is one of the major glacier systems on the east slope of Mt. Gongga",China,3111,2019,NA,NA,NA,Wang_et_al._2020,29.561912,101.991797,NA,NA,deciduous,-999,NA,127,57,NA,NA,Moss ,0,1
"The Hailuogou Glacier, located in the Southeast TP, is one of the major glacier systems on the east slope of Mt. Gongga__29.56_101.99",NA,"The Hailuogou Glacier, located in the Southeast TP, is one of the major glacier systems on the east slope of Mt. Gongga",China,1689,2019,NA,NA,NA,Wang_et_al._2020,29.56,101.99,NA,Salix magnifica Hemsl.,Decidous,-999,NA,15,-999,NA,NA,Leaf ,0,1
"The Hailuogou Glacier, located in the Southeast TP, is one of the major glacier systems on the east slope of Mt. Gongga__29.56_101.99",NA,"The Hailuogou Glacier, located in the Southeast TP, is one of the major glacier systems on the east slope of Mt. Gongga",China,1690,2019,NA,NA,NA,Wang_et_al._2020,29.56,101.99,NA,Salix magnifica Hemsl.,Decidous,-999,NA,6,-999,NA,NA,Branch ,0,1
"The Hailuogou Glacier, located in the Southeast TP, is one of the major glacier systems on the east slope of Mt. Gongga__29.56_101.99",NA,"The Hailuogou Glacier, located in the Southeast TP, is one of the major glacier systems on the east slope of Mt. Gongga",China,1691,2019,NA,NA,NA,Wang_et_al._2020,29.56,101.99,NA,Salix magnifica Hemsl.,Decidous,-999,NA,5,-999,NA,NA,Bole Wood ,0,1
"The Hailuogou Glacier, located in the Southeast TP, is one of the major glacier systems on the east slope of Mt. Gongga__29.56_101.99",NA,"The Hailuogou Glacier, located in the Southeast TP, is one of the major glacier systems on the east slope of Mt. Gongga",China,1692,2019,NA,NA,NA,Wang_et_al._2020,29.56,101.99,NA,Salix magnifica Hemsl.,Decidous,-999,NA,6,-999,NA,NA,Large root  ,0,1
"The Hailuogou Glacier, located in the Southeast TP, is one of the major glacier systems on the east slope of Mt. Gongga__29.56_101.99",NA,"The Hailuogou Glacier, located in the Southeast TP, is one of the major glacier systems on the east slope of Mt. Gongga",China,1693,2019,NA,NA,NA,Wang_et_al._2020,29.56,101.99,NA,Salix magnifica Hemsl.,Decidous,-999,NA,5,-999,NA,NA,Medium root,0,1
"The Hailuogou Glacier, located in the Southeast TP, is one of the major glacier systems on the east slope of Mt. Gongga__29.56_101.99",NA,"The Hailuogou Glacier, located in the Southeast TP, is one of the major glacier systems on the east slope of Mt. Gongga",China,1694,2019,NA,NA,NA,Wang_et_al._2020,29.56,101.99,NA,Salix magnifica Hemsl.,Decidous,-999,NA,6,-999,NA,NA,Small root ,0,1
"The Hailuogou Glacier, located in the Southeast TP, is one of the major glacier systems on the east slope of Mt. Gongga__29.56_101.99",NA,"The Hailuogou Glacier, located in the Southeast TP, is one of the major glacier systems on the east slope of Mt. Gongga",China,1695,2019,NA,NA,NA,Wang_et_al._2020,29.56,101.99,NA,Salix magnifica Hemsl.,Decidous,-999,NA,15,-999,NA,NA,Bark,0,1
"The Hailuogou Glacier, located in the Southeast TP, is one of the major glacier systems on the east slope of Mt. Gongga__29.56_101.99",NA,"The Hailuogou Glacier, located in the Southeast TP, is one of the major glacier systems on the east slope of Mt. Gongga",China,1696,2019,NA,NA,NA,Wang_et_al._2020,29.56,101.99,NA,Populus purdomii Rehd,Decidous,-999,NA,19,-999,NA,NA,Leaf ,0,1
"The Hailuogou Glacier, located in the Southeast TP, is one of the major glacier systems on the east slope of Mt. Gongga__29.56_101.99",NA,"The Hailuogou Glacier, located in the Southeast TP, is one of the major glacier systems on the east slope of Mt. Gongga",China,1697,2019,NA,NA,NA,Wang_et_al._2020,29.56,101.99,NA,Populus purdomii Rehd,Decidous,-999,NA,3,-999,NA,NA,Branch ,0,1
"The Hailuogou Glacier, located in the Southeast TP, is one of the major glacier systems on the east slope of Mt. Gongga__29.56_101.99",NA,"The Hailuogou Glacier, located in the Southeast TP, is one of the major glacier systems on the east slope of Mt. Gongga",China,1698,2019,NA,NA,NA,Wang_et_al._2020,29.56,101.99,NA,Populus purdomii Rehd,Decidous,-999,NA,2,-999,NA,NA,Bole Wood ,0,1
"The Hailuogou Glacier, located in the Southeast TP, is one of the major glacier systems on the east slope of Mt. Gongga__29.56_101.99",NA,"The Hailuogou Glacier, located in the Southeast TP, is one of the major glacier systems on the east slope of Mt. Gongga",China,1699,2019,NA,NA,NA,Wang_et_al._2020,29.56,101.99,NA,Populus purdomii Rehd,Decidous,-999,NA,3,-999,NA,NA,Large root  ,0,1
"The Hailuogou Glacier, located in the Southeast TP, is one of the major glacier systems on the east slope of Mt. Gongga__29.56_101.99",NA,"The Hailuogou Glacier, located in the Southeast TP, is one of the major glacier systems on the east slope of Mt. Gongga",China,1700,2019,NA,NA,NA,Wang_et_al._2020,29.56,101.99,NA,Populus purdomii Rehd,Decidous,-999,NA,7,-999,NA,NA,Medium root,0,1
"The Hailuogou Glacier, located in the Southeast TP, is one of the major glacier systems on the east slope of Mt. Gongga__29.56_101.99",NA,"The Hailuogou Glacier, located in the Southeast TP, is one of the major glacier systems on the east slope of Mt. Gongga",China,1701,2019,NA,NA,NA,Wang_et_al._2020,29.56,101.99,NA,Populus purdomii Rehd,Decidous,-999,NA,12,-999,NA,NA,Small root ,0,1
"The Hailuogou Glacier, located in the Southeast TP, is one of the major glacier systems on the east slope of Mt. Gongga__29.56_101.99",NA,"The Hailuogou Glacier, located in the Southeast TP, is one of the major glacier systems on the east slope of Mt. Gongga",China,1702,2019,NA,NA,NA,Wang_et_al._2020,29.56,101.99,NA,Populus purdomii Rehd,Decidous,-999,NA,18,-999,NA,NA,Bark,0,1
"The Hailuogou Glacier, located in the Southeast TP, is one of the major glacier systems on the east slope of Mt. Gongga__29.56_101.99",NA,"The Hailuogou Glacier, located in the Southeast TP, is one of the major glacier systems on the east slope of Mt. Gongga",China,1703,2019,NA,NA,NA,Wang_et_al._2020,29.56,101.99,NA,Hippophae rhamnoides Linn.,shrub,-999,NA,20,-999,NA,NA,Leaf ,0,1
"The Hailuogou Glacier, located in the Southeast TP, is one of the major glacier systems on the east slope of Mt. Gongga__29.56_101.99",NA,"The Hailuogou Glacier, located in the Southeast TP, is one of the major glacier systems on the east slope of Mt. Gongga",China,1704,2019,NA,NA,NA,Wang_et_al._2020,29.56,101.99,NA,Hippophae rhamnoides Linn.,shrub,-999,NA,5,-999,NA,NA,Branch ,0,1
"The Hailuogou Glacier, located in the Southeast TP, is one of the major glacier systems on the east slope of Mt. Gongga__29.56_101.99",NA,"The Hailuogou Glacier, located in the Southeast TP, is one of the major glacier systems on the east slope of Mt. Gongga",China,1705,2019,NA,NA,NA,Wang_et_al._2020,29.56,101.99,NA,Hippophae rhamnoides Linn.,shrub,-999,NA,2,-999,NA,NA,Bole Wood ,0,1
"The Hailuogou Glacier, located in the Southeast TP, is one of the major glacier systems on the east slope of Mt. Gongga__29.56_101.99",NA,"The Hailuogou Glacier, located in the Southeast TP, is one of the major glacier systems on the east slope of Mt. Gongga",China,1706,2019,NA,NA,NA,Wang_et_al._2020,29.56,101.99,NA,Hippophae rhamnoides Linn.,shrub,-999,NA,8,-999,NA,NA,Large root  ,0,1
"The Hailuogou Glacier, located in the Southeast TP, is one of the major glacier systems on the east slope of Mt. Gongga__29.56_101.99",NA,"The Hailuogou Glacier, located in the Southeast TP, is one of the major glacier systems on the east slope of Mt. Gongga",China,1707,2019,NA,NA,NA,Wang_et_al._2020,29.56,101.99,NA,Hippophae rhamnoides Linn.,shrub,-999,NA,5,-999,NA,NA,Medium root,0,1
"The Hailuogou Glacier, located in the Southeast TP, is one of the major glacier systems on the east slope of Mt. Gongga__29.56_101.99",NA,"The Hailuogou Glacier, located in the Southeast TP, is one of the major glacier systems on the east slope of Mt. Gongga",China,1708,2019,NA,NA,NA,Wang_et_al._2020,29.56,101.99,NA,Hippophae rhamnoides Linn.,shrub,-999,NA,7,-999,NA,NA,Small root ,0,1
"The Hailuogou Glacier, located in the Southeast TP, is one of the major glacier systems on the east slope of Mt. Gongga__29.56_101.99",NA,"The Hailuogou Glacier, located in the Southeast TP, is one of the major glacier systems on the east slope of Mt. Gongga",China,1709,2019,NA,NA,NA,Wang_et_al._2020,29.56,101.99,NA,Hippophae rhamnoides Linn.,shrub,-999,NA,7,-999,NA,NA,Bark,0,1
"The Hailuogou Glacier, located in the Southeast TP, is one of the major glacier systems on the east slope of Mt. Gongga__29.56_101.99",NA,"The Hailuogou Glacier, located in the Southeast TP, is one of the major glacier systems on the east slope of Mt. Gongga",China,1710,2019,NA,NA,NA,Wang_et_al._2020,29.56,101.99,NA,Abies fabri (Mast.) Craib.,coniferous,-999,NA,36,-999,NA,NA,Leaf ,0,1
"The Hailuogou Glacier, located in the Southeast TP, is one of the major glacier systems on the east slope of Mt. Gongga__29.56_101.99",NA,"The Hailuogou Glacier, located in the Southeast TP, is one of the major glacier systems on the east slope of Mt. Gongga",China,1711,2019,NA,NA,NA,Wang_et_al._2020,29.56,101.99,NA,Abies fabri (Mast.) Craib.,coniferous,-999,NA,6,-999,NA,NA,Branch ,0,1
"The Hailuogou Glacier, located in the Southeast TP, is one of the major glacier systems on the east slope of Mt. Gongga__29.56_101.99",NA,"The Hailuogou Glacier, located in the Southeast TP, is one of the major glacier systems on the east slope of Mt. Gongga",China,1712,2019,NA,NA,NA,Wang_et_al._2020,29.56,101.99,NA,Abies fabri (Mast.) Craib.,coniferous,-999,NA,2,-999,NA,NA,Bole Wood ,0,1
"The Hailuogou Glacier, located in the Southeast TP, is one of the major glacier systems on the east slope of Mt. Gongga__29.56_101.99",NA,"The Hailuogou Glacier, located in the Southeast TP, is one of the major glacier systems on the east slope of Mt. Gongga",China,1713,2019,NA,NA,NA,Wang_et_al._2020,29.56,101.99,NA,Abies fabri (Mast.) Craib.,coniferous,-999,NA,5,-999,NA,NA,Large root  ,0,1
"The Hailuogou Glacier, located in the Southeast TP, is one of the major glacier systems on the east slope of Mt. Gongga__29.56_101.99",NA,"The Hailuogou Glacier, located in the Southeast TP, is one of the major glacier systems on the east slope of Mt. Gongga",China,1714,2019,NA,NA,NA,Wang_et_al._2020,29.56,101.99,NA,Abies fabri (Mast.) Craib.,coniferous,-999,NA,6,-999,NA,NA,Medium root,0,1
"The Hailuogou Glacier, located in the Southeast TP, is one of the major glacier systems on the east slope of Mt. Gongga__29.56_101.99",NA,"The Hailuogou Glacier, located in the Southeast TP, is one of the major glacier systems on the east slope of Mt. Gongga",China,1715,2019,NA,NA,NA,Wang_et_al._2020,29.56,101.99,NA,Abies fabri (Mast.) Craib.,coniferous,-999,NA,9,-999,NA,NA,Small root ,0,1
"The Hailuogou Glacier, located in the Southeast TP, is one of the major glacier systems on the east slope of Mt. Gongga__29.56_101.99",NA,"The Hailuogou Glacier, located in the Southeast TP, is one of the major glacier systems on the east slope of Mt. Gongga",China,1716,2019,NA,NA,NA,Wang_et_al._2020,29.56,101.99,NA,Abies fabri (Mast.) Craib.,coniferous,-999,NA,13,-999,NA,NA,Bark,0,1
"The Hailuogou Glacier, located in the Southeast TP, is one of the major glacier systems on the east slope of Mt. Gongga__29.56_101.99",NA,"The Hailuogou Glacier, located in the Southeast TP, is one of the major glacier systems on the east slope of Mt. Gongga",China,1717,2019,NA,NA,NA,Wang_et_al._2020,29.56,101.99,NA,Picea asperata Mast.,coniferous,-999,NA,62,-999,NA,NA,Leaf ,0,1
"The Hailuogou Glacier, located in the Southeast TP, is one of the major glacier systems on the east slope of Mt. Gongga__29.56_101.99",NA,"The Hailuogou Glacier, located in the Southeast TP, is one of the major glacier systems on the east slope of Mt. Gongga",China,1718,2019,NA,NA,NA,Wang_et_al._2020,29.56,101.99,NA,Picea asperata Mast.,coniferous,-999,NA,6,-999,NA,NA,Branch ,0,1
"The Hailuogou Glacier, located in the Southeast TP, is one of the major glacier systems on the east slope of Mt. Gongga__29.56_101.99",NA,"The Hailuogou Glacier, located in the Southeast TP, is one of the major glacier systems on the east slope of Mt. Gongga",China,1719,2019,NA,NA,NA,Wang_et_al._2020,29.56,101.99,NA,Picea asperata Mast.,coniferous,-999,NA,2,-999,NA,NA,Stem,0,1
"The Hailuogou Glacier, located in the Southeast TP, is one of the major glacier systems on the east slope of Mt. Gongga__29.56_101.99",NA,"The Hailuogou Glacier, located in the Southeast TP, is one of the major glacier systems on the east slope of Mt. Gongga",China,1720,2019,NA,NA,NA,Wang_et_al._2020,29.56,101.99,NA,Picea asperata Mast.,coniferous,-999,NA,4,-999,NA,NA,Large root  ,0,1
"The Hailuogou Glacier, located in the Southeast TP, is one of the major glacier systems on the east slope of Mt. Gongga__29.56_101.99",NA,"The Hailuogou Glacier, located in the Southeast TP, is one of the major glacier systems on the east slope of Mt. Gongga",China,1721,2019,NA,NA,NA,Wang_et_al._2020,29.56,101.99,NA,Picea asperata Mast.,coniferous,-999,NA,6,-999,NA,NA,Medium root,0,1
"The Hailuogou Glacier, located in the Southeast TP, is one of the major glacier systems on the east slope of Mt. Gongga__29.56_101.99",NA,"The Hailuogou Glacier, located in the Southeast TP, is one of the major glacier systems on the east slope of Mt. Gongga",China,1722,2019,NA,NA,NA,Wang_et_al._2020,29.56,101.99,NA,Picea asperata Mast.,coniferous,-999,NA,12,-999,NA,NA,Small root ,0,1
China_Site01_30.32_98.06,Site01,Qinghai-Tibet Plateau,China,Site01,6/1/2020,State_Key_Laboratory_of_Environmental_Geochemistry_Institute_of_Geochemistry_Chinese_Academy_of_Sciences_Guiyang_China,Xinbin_Feng,fengxinbin@vip.skleg.cn,Wang_2022,30.32,98.06,grass,Kobresia myosuroides Fiori;  Leontopodium leontopodioides Beauv  ; Stipa capillata L. ; Kobresia humilis Sergievskay ; Poa pratensis L. ; Stipa capillata L.,alpine meadow and steppe,-999,DMA,15.62,5.61,high altitude (3500-5000),LS,NA,0,1
China_Site02_31.08_96.45,Site02,Qinghai-Tibet Plateau,China,Site02,6/1/2020,State_Key_Laboratory_of_Environmental_Geochemistry_Institute_of_Geochemistry_Chinese_Academy_of_Sciences_Guiyang_China,Xinbin_Feng,fengxinbin@vip.skleg.cn,Wang_2022,31.08,96.45,grass,Kobresia myosuroides Fiori;  Leontopodium leontopodioides Beauv  ; Stipa capillata L. ; Kobresia humilis Sergievskay ; Poa pratensis L. ; Stipa capillata L.,alpine meadow and steppe,-999,DMA,14.23,2.64,high altitude (3500-5000),LS,NA,0,1
China_Site03_31.90_91.71,Site03,Qinghai-Tibet Plateau,China,Site03,6/1/2020,State_Key_Laboratory_of_Environmental_Geochemistry_Institute_of_Geochemistry_Chinese_Academy_of_Sciences_Guiyang_China,Xinbin_Feng,fengxinbin@vip.skleg.cn,Wang_2022,31.9,91.71,grass,Kobresia myosuroides Fiori;  Leontopodium leontopodioides Beauv  ; Stipa capillata L. ; Kobresia humilis Sergievskay ; Poa pratensis L. ; Stipa capillata L.,alpine meadow and steppe,-999,DMA,10.64,4.32,high altitude (3500-5000),LS,NA,0,1
China_Site04_32.34_91.72,Site04,Qinghai-Tibet Plateau,China,Site04,6/1/2020,State_Key_Laboratory_of_Environmental_Geochemistry_Institute_of_Geochemistry_Chinese_Academy_of_Sciences_Guiyang_China,Xinbin_Feng,fengxinbin@vip.skleg.cn,Wang_2022,32.34,91.72,grass,Kobresia myosuroides Fiori;  Leontopodium leontopodioides Beauv  ; Stipa capillata L. ; Kobresia humilis Sergievskay ; Poa pratensis L. ; Stipa capillata L.,alpine meadow and steppe,-999,DMA,10.2,2.42,high altitude (3500-5000),LS,NA,0,1
China_Site05_33.03_91.96,Site05,Qinghai-Tibet Plateau,China,Site05,6/1/2020,State_Key_Laboratory_of_Environmental_Geochemistry_Institute_of_Geochemistry_Chinese_Academy_of_Sciences_Guiyang_China,Xinbin_Feng,fengxinbin@vip.skleg.cn,Wang_2022,33.03,91.96,grass,Kobresia myosuroides Fiori;  Leontopodium leontopodioides Beauv  ; Stipa capillata L. ; Kobresia humilis Sergievskay ; Poa pratensis L. ; Stipa capillata L.,alpine meadow and steppe,-999,DMA,16.61,1.5,high altitude (3500-5000),LS,NA,0,1
China_Site06_33.12_96.69,Site06,Qinghai-Tibet Plateau,China,Site06,6/1/2020,State_Key_Laboratory_of_Environmental_Geochemistry_Institute_of_Geochemistry_Chinese_Academy_of_Sciences_Guiyang_China,Xinbin_Feng,fengxinbin@vip.skleg.cn,Wang_2022,33.12,96.69,grass,Kobresia myosuroides Fiori;  Leontopodium leontopodioides Beauv  ; Stipa capillata L. ; Kobresia humilis Sergievskay ; Poa pratensis L. ; Stipa capillata L.,alpine meadow and steppe,-999,DMA,11.77,2.86,high altitude (3500-5000),LS,NA,0,1
China_Site07_33.69_97.18,Site07,Qinghai-Tibet Plateau,China,Site07,6/1/2020,State_Key_Laboratory_of_Environmental_Geochemistry_Institute_of_Geochemistry_Chinese_Academy_of_Sciences_Guiyang_China,Xinbin_Feng,fengxinbin@vip.skleg.cn,Wang_2022,33.69,97.18,grass,Kobresia myosuroides Fiori;  Leontopodium leontopodioides Beauv  ; Stipa capillata L. ; Kobresia humilis Sergievskay ; Poa pratensis L. ; Stipa capillata L.,alpine meadow and steppe,-999,DMA,16.08,10.25,high altitude (3500-5000),LS,NA,0,1
China_Site08_33.79_95.76,Site08,Qinghai-Tibet Plateau,China,Site08,6/1/2020,State_Key_Laboratory_of_Environmental_Geochemistry_Institute_of_Geochemistry_Chinese_Academy_of_Sciences_Guiyang_China,Xinbin_Feng,fengxinbin@vip.skleg.cn,Wang_2022,33.79,95.76,grass,Kobresia myosuroides Fiori;  Leontopodium leontopodioides Beauv  ; Stipa capillata L. ; Kobresia humilis Sergievskay ; Poa pratensis L. ; Stipa capillata L.,alpine meadow and steppe,-999,DMA,22.7,12.6,high altitude (3500-5000),LS,NA,0,1
China_Site10_33.90_92.36,Site10,Qinghai-Tibet Plateau,China,Site10,6/1/2020,State_Key_Laboratory_of_Environmental_Geochemistry_Institute_of_Geochemistry_Chinese_Academy_of_Sciences_Guiyang_China,Xinbin_Feng,fengxinbin@vip.skleg.cn,Wang_2022,33.9,92.36,grass,Kobresia myosuroides Fiori;  Leontopodium leontopodioides Beauv  ; Stipa capillata L. ; Kobresia humilis Sergievskay ; Poa pratensis L. ; Stipa capillata L.,alpine meadow and steppe,-999,DMA,13.32,1.14,high altitude (3500-5000),LS,NA,0,1
China_Site11_34.11_102.70,Site11,Qinghai-Tibet Plateau,China,Site11,6/1/2020,State_Key_Laboratory_of_Environmental_Geochemistry_Institute_of_Geochemistry_Chinese_Academy_of_Sciences_Guiyang_China,Xinbin_Feng,fengxinbin@vip.skleg.cn,Wang_2022,34.11,102.7,grass,Kobresia myosuroides Fiori;  Leontopodium leontopodioides Beauv  ; Stipa capillata L. ; Kobresia humilis Sergievskay ; Poa pratensis L. ; Stipa capillata L.,alpine meadow and steppe,-999,DMA,13.05,3.12,high altitude (3500-5000),LS,NA,0,1
China_Site12_34.25_97.84,Site12,Qinghai-Tibet Plateau,China,Site12,6/1/2020,State_Key_Laboratory_of_Environmental_Geochemistry_Institute_of_Geochemistry_Chinese_Academy_of_Sciences_Guiyang_China,Xinbin_Feng,fengxinbin@vip.skleg.cn,Wang_2022,34.25,97.84,grass,Kobresia myosuroides Fiori;  Leontopodium leontopodioides Beauv  ; Stipa capillata L. ; Kobresia humilis Sergievskay ; Poa pratensis L. ; Stipa capillata L.,alpine meadow and steppe,-999,DMA,16.96,5.82,high altitude (3500-5000),LS,NA,0,1
China_Site13_34.33_95.71,Site13,Qinghai-Tibet Plateau,China,Site13,6/1/2020,State_Key_Laboratory_of_Environmental_Geochemistry_Institute_of_Geochemistry_Chinese_Academy_of_Sciences_Guiyang_China,Xinbin_Feng,fengxinbin@vip.skleg.cn,Wang_2022,34.33,95.71,grass,Kobresia myosuroides Fiori;  Leontopodium leontopodioides Beauv  ; Stipa capillata L. ; Kobresia humilis Sergievskay ; Poa pratensis L. ; Stipa capillata L.,alpine meadow and steppe,-999,DMA,10.39,4.78,high altitude (3500-5000),LS,NA,0,1
China_Site14_34.73_92.89,Site14,Qinghai-Tibet Plateau,China,Site14,6/1/2020,State_Key_Laboratory_of_Environmental_Geochemistry_Institute_of_Geochemistry_Chinese_Academy_of_Sciences_Guiyang_China,Xinbin_Feng,fengxinbin@vip.skleg.cn,Wang_2022,34.73,92.89,grass,Kobresia myosuroides Fiori;  Leontopodium leontopodioides Beauv  ; Stipa capillata L. ; Kobresia humilis Sergievskay ; Poa pratensis L. ; Stipa capillata L.,alpine meadow and steppe,-999,DMA,24.15,13.07,high altitude (3500-5000),LS,NA,0,1
China_Site15_35.02_97.61,Site15,Qinghai-Tibet Plateau,China,Site15,6/1/2020,State_Key_Laboratory_of_Environmental_Geochemistry_Institute_of_Geochemistry_Chinese_Academy_of_Sciences_Guiyang_China,Xinbin_Feng,fengxinbin@vip.skleg.cn,Wang_2022,35.02,97.61,grass,Kobresia myosuroides Fiori;  Leontopodium leontopodioides Beauv  ; Stipa capillata L. ; Kobresia humilis Sergievskay ; Poa pratensis L. ; Stipa capillata L.,alpine meadow and steppe,-999,DMA,10.69,6.37,high altitude (3500-5000),LS,NA,0,1
China_Site17_35.03_97.83,Site17,Qinghai-Tibet Plateau,China,Site17,6/1/2020,State_Key_Laboratory_of_Environmental_Geochemistry_Institute_of_Geochemistry_Chinese_Academy_of_Sciences_Guiyang_China,Xinbin_Feng,fengxinbin@vip.skleg.cn,Wang_2022,35.03,97.83,grass,Kobresia myosuroides Fiori;  Leontopodium leontopodioides Beauv  ; Stipa capillata L. ; Kobresia humilis Sergievskay ; Poa pratensis L. ; Stipa capillata L.,alpine meadow and steppe,-999,DMA,13.44,6.21,high altitude (3500-5000),LS,NA,0,1
China_Site18_35.11_97.92,Site18,Qinghai-Tibet Plateau,China,Site18,6/1/2020,State_Key_Laboratory_of_Environmental_Geochemistry_Institute_of_Geochemistry_Chinese_Academy_of_Sciences_Guiyang_China,Xinbin_Feng,fengxinbin@vip.skleg.cn,Wang_2022,35.11,97.92,grass,Kobresia myosuroides Fiori;  Leontopodium leontopodioides Beauv  ; Stipa capillata L. ; Kobresia humilis Sergievskay ; Poa pratensis L. ; Stipa capillata L.,alpine meadow and steppe,-999,DMA,23.44,19.99,high altitude (3500-5000),LS,NA,0,1
China_Site19_35.22_101.44,Site19,Qinghai-Tibet Plateau,China,Site19,6/1/2020,State_Key_Laboratory_of_Environmental_Geochemistry_Institute_of_Geochemistry_Chinese_Academy_of_Sciences_Guiyang_China,Xinbin_Feng,fengxinbin@vip.skleg.cn,Wang_2022,35.22,101.44,grass,Kobresia myosuroides Fiori;  Leontopodium leontopodioides Beauv  ; Stipa capillata L. ; Kobresia humilis Sergievskay ; Poa pratensis L. ; Stipa capillata L.,alpine meadow and steppe,-999,DMA,14.11,3.2,high altitude (3500-5000),LS,NA,0,1
China_Site20_35.29_93.25,Site20,Qinghai-Tibet Plateau,China,Site20,6/1/2020,State_Key_Laboratory_of_Environmental_Geochemistry_Institute_of_Geochemistry_Chinese_Academy_of_Sciences_Guiyang_China,Xinbin_Feng,fengxinbin@vip.skleg.cn,Wang_2022,35.29,93.25,grass,Kobresia myosuroides Fiori;  Leontopodium leontopodioides Beauv  ; Stipa capillata L. ; Kobresia humilis Sergievskay ; Poa pratensis L. ; Stipa capillata L.,alpine meadow and steppe,-999,DMA,14.73,5.71,high altitude (3500-5000),LS,NA,0,1
Pallas__67.97_24.12,NA,Pallas,Europe,2856,2018,NA,NA,NA,Wohlgemuth_et_al._2020,67.97,24.12,NA,pine,coniferous,-999,NA,10.7,-999,NA,NA,Needle,0,1
Pallas__67.97_24.12,NA,Pallas,Europe,2857,2018,NA,NA,NA,Wohlgemuth_et_al._2020,67.97,24.12,NA,pine,coniferous,-999,NA,12,-999,NA,NA,Needle,0,1
Pallas__67.97_24.12,NA,Pallas,Europe,2858,2018,NA,NA,NA,Wohlgemuth_et_al._2020,67.97,24.12,NA,pine,coniferous,-999,NA,12.2,-999,NA,NA,Needle,0,1
Pallas__67.97_24.12,NA,Pallas,Europe,2859,2018,NA,NA,NA,Wohlgemuth_et_al._2020,67.97,24.12,NA,pine,coniferous,-999,NA,29.2,-999,NA,NA,Needle,0,1
Pallas__67.97_24.12,NA,Pallas,Europe,2860,2018,NA,NA,NA,Wohlgemuth_et_al._2020,67.97,24.12,NA,pine,coniferous,-999,NA,15.2,-999,NA,NA,Needle,0,1
Pallas__67.97_24.12,NA,Pallas,Europe,2861,2018,NA,NA,NA,Wohlgemuth_et_al._2020,67.97,24.12,NA,pine,coniferous,-999,NA,31.3,-999,NA,NA,Needle,0,1
Pallas__67.97_24.12,NA,Pallas,Europe,2862,2018,NA,NA,NA,Wohlgemuth_et_al._2020,67.97,24.12,NA,spruce,coniferous,-999,NA,10.8,-999,NA,NA,Needle,0,1
Pallas__67.97_24.12,NA,Pallas,Europe,2863,2018,NA,NA,NA,Wohlgemuth_et_al._2020,67.97,24.12,NA,spruce,coniferous,-999,NA,13.4,-999,NA,NA,Needle,0,1
Pallas__67.97_24.12,NA,Pallas,Europe,2864,2018,NA,NA,NA,Wohlgemuth_et_al._2020,67.97,24.12,NA,spruce,coniferous,-999,NA,14,-999,NA,NA,Needle,0,1
Pallas__67.97_24.12,NA,Pallas,Europe,2865,2018,NA,NA,NA,Wohlgemuth_et_al._2020,67.97,24.12,NA,spruce,coniferous,-999,NA,20,-999,NA,NA,Needle,0,1
Pallas__67.97_24.12,NA,Pallas,Europe,2866,2018,NA,NA,NA,Wohlgemuth_et_al._2020,67.97,24.12,NA,spruce,coniferous,-999,NA,10.1,-999,NA,NA,Needle,0,1
Pallas__67.97_24.12,NA,Pallas,Europe,2867,2018,NA,NA,NA,Wohlgemuth_et_al._2020,67.97,24.12,NA,spruce,coniferous,-999,NA,18.2,-999,NA,NA,Needle,0,1
Pallas__67.97_24.12,NA,Pallas,Europe,2868,2018,NA,NA,NA,Wohlgemuth_et_al._2020,67.97,24.12,NA,spruce,coniferous,-999,NA,11,-999,NA,NA,Needle,0,1
Pallas__67.97_24.12,NA,Pallas,Europe,2869,2018,NA,NA,NA,Wohlgemuth_et_al._2020,67.97,24.12,NA,spruce,coniferous,-999,NA,27.6,-999,NA,NA,Needle,0,1
Pallas__67.97_24.12,NA,Pallas,Europe,2870,2018,NA,NA,NA,Wohlgemuth_et_al._2020,67.97,24.12,NA,spruce,coniferous,-999,NA,14,-999,NA,NA,Needle,0,1
Pallas__67.97_24.12,NA,Pallas,Europe,2871,2018,NA,NA,NA,Wohlgemuth_et_al._2020,67.97,24.12,NA,spruce,coniferous,-999,NA,19,-999,NA,NA,Needle,0,1
Pallas__67.97_24.12,NA,Pallas,Europe,2872,2018,NA,NA,NA,Wohlgemuth_et_al._2020,67.97,24.12,NA,pine,coniferous,-999,NA,2.4,-999,NA,NA,Needle,0,1
Pallas__67.97_24.12,NA,Pallas,Europe,2873,2018,NA,NA,NA,Wohlgemuth_et_al._2020,67.97,24.12,NA,pine,coniferous,-999,NA,5.3,-999,NA,NA,Needle,0,1
